CrashID,CrashType,Severity
20142095,Multiple,1
20142173,Single,1
20143069,Single,1
20147029,Single,1
20141248,Single,1
20141188,Multiple,1
20142207,Multiple,1
20143129,Single,1
20143192,Single,1
20145074,Multiple,1
20143108,Single,1
20141033,Single,1
20144014,Multiple,1
20146027,Single,1
20142219,Single,1
20142125,Single,1
20142116,Single,1
20145128,Single,1
20144051,Single,1
20144031,Single,2
20145119,Multiple,1
20143165,Multiple,1
20141003,Single,1
20141083,Single,1
20142090,Multiple,1
20147002,Multiple,1
20146023,Single,1
20144068,Single,1
20141238,Multiple,1
20141224,Multiple,1
20145018,Single,1
20143148,Single,1
20141093,Single,1
20141114,Multiple,1
20142073,Multiple,1
20145170,Single,1
20142176,Multiple,1
20142059,Single,1
20141183,Multiple,2
20142160,Single,1
20143157,Single,1
20145161,Single,1
20145132,Multiple,1
20142216,Multiple,1
20145147,Single,1
20141276,Single,1
20145106,Multiple,1
20145011,Single,1
20141042,Multiple,1
20145163,Multiple,1
20145085,Single,2
20143160,Single,1
20143114,Single,1
20141249,Multiple,1
20145078,Single,1
20143116,Single,1
20141192,Multiple,1
20145103,Single,1
20144025,Multiple,1
20147024,Multiple,1
20141066,Single,1
20143196,Single,2
20143166,Single,1
20144004,Single,1
20143191,Multiple,1
20146004,Single,1
20141197,Single,1
20142063,Single,1
20142101,Single,1
20142172,Single,1
20144067,Single,1
20142096,Multiple,1
20146025,Multiple,2
20142138,Single,2
20142163,Multiple,1
20144044,Multiple,1
20141049,Single,1
20145081,Single,1
20141020,Single,1
20141208,Single,1
20141161,Single,1
20143083,Single,1
20142187,Single,1
20143152,Single,1
20145143,Single,1
20143185,Multiple,2
20145087,Multiple,1
20144059,Single,1
20142148,Single,1
20141044,Multiple,1
20143097,Multiple,1
20143117,Single,1
20143051,Single,1
20147020,Single,1
20142126,Single,1
20142198,Single,1
20142024,Multiple,1
20143174,Single,1
20142151,Multiple,2
20142086,Multiple,1
20143050,Single,1
20145052,Single,1
20141229,Multiple,1
20141147,Single,1
20141201,Multiple,1
20147031,Single,1
20143061,Multiple,1
20143062,Multiple,1
20145090,Single,1
20142072,Multiple,3
20141157,Multiple,1
20143020,Single,1
20148010,Multiple,1
20142085,Single,1
20145028,Multiple,1
20141263,Multiple,1
20141076,Single,1
20141233,Single,1
20141195,Single,1
20142180,Single,1
20141151,Single,1
20141234,Multiple,1
20143104,Multiple,1
20144046,Multiple,1
20141006,Single,1
20143030,Single,1
20141202,Multiple,1
20142123,Single,1
20145061,Multiple,1
20141062,Single,1
20145080,Single,1
20142048,Single,1
20141061,Single,1
20142112,Single,1
20141075,Multiple,1
20146024,Single,1
20141048,Single,1
20143118,Multiple,1
20145056,Single,1
20141108,Single,1
20143096,Single,1
20142065,Single,1
20146030,Multiple,1
20145086,Multiple,1
20141256,Single,1
20143184,Single,1
20144028,Single,1
20142041,Single,1
20145159,Single,1
20143151,Multiple,1
20142066,Multiple,2
20147026,Multiple,1
20145014,Multiple,1
20142012,Single,1
20141070,Multiple,1
20145038,Single,1
20144018,Multiple,1
20143031,Single,2
20147025,Multiple,1
20143089,Single,1
20141247,Single,1
20145127,Multiple,1
20141064,Single,1
20143158,Single,1
20142023,Multiple,1
20141182,Multiple,1
20143126,Single,1
20145156,Multiple,1
20143026,Multiple,1
20142143,Single,1
20145164,Single,1
20144060,Single,1
20141100,Multiple,1
20143171,Single,1
20141092,Multiple,1
20145031,Multiple,1
20144058,Multiple,2
20143060,Multiple,1
20143021,Single,1
20145076,Multiple,1
20143016,Single,1
20141144,Multiple,1
20145033,Single,1
20145003,Single,1
20142142,Single,1
20142044,Multiple,1
20141071,Multiple,1
20142062,Single,1
20141141,Single,1
20141255,Single,1
20142134,Multiple,1
20143188,Multiple,1
20141085,Single,1
20147023,Multiple,5
20143115,Single,1
20143081,Multiple,1
20144023,Single,1
20143035,Single,1
20141239,Multiple,1
20145044,Single,1
20142070,Multiple,1
20145062,Single,1
20141209,Multiple,1
20143179,Single,1
20142130,Multiple,1
20144029,Multiple,1
20142054,Single,1
20144053,Multiple,1
20142122,Single,1
20142177,Multiple,1
20144041,Single,1
20143197,Single,1
20141024,Single,1
20144026,Single,1
20143071,Single,2
20141005,Single,1
20143128,Multiple,1
20143154,Multiple,1
20142037,Single,1
20147030,Single,1
20141211,Multiple,1
20142064,Multiple,1
20145051,Single,1
20144011,Single,1
20141193,Single,1
20145071,Multiple,1
20141278,Multiple,1
20145134,Single,1
20141184,Single,1
20142021,Single,1
20141240,Multiple,1
20143186,Single,1
20147018,Single,1
20141029,Single,1
20145165,Multiple,1
20146008,Single,2
20143042,Multiple,1
20141018,Multiple,1
20142028,Multiple,2
20142006,Single,1
20145007,Single,1
20141122,Single,2
20142105,Single,1
20142162,Single,1
20141028,Multiple,1
20141034,Multiple,1
20146001,Multiple,1
20146029,Multiple,1
20142182,Single,1
20141133,Multiple,1
20145121,Multiple,1
20142137,Multiple,1
20141230,Multiple,1
20141043,Multiple,1
20141200,Single,1
20143121,Multiple,4
20142047,Single,1
20142164,Single,1
20143072,Multiple,1
20141235,Single,1
20142210,Multiple,1
20143140,Multiple,1
20141125,Multiple,1
20145136,Multiple,1
20143078,Single,1
20141002,Multiple,1
20141257,Single,1
20141251,Multiple,1
20144020,Single,1
20142104,Multiple,1
20141159,Single,1
20143172,Single,1
20142168,Single,1
20143147,Multiple,1
20142074,Single,1
20143178,Multiple,1
20141275,Multiple,1
20142033,Single,1
20147006,Single,1
20146020,Single,1
20142179,Multiple,1
20143074,Single,1
20143169,Multiple,1
20141149,Single,1
20143080,Multiple,2
20147007,Single,1
20141067,Single,1
20141106,Multiple,1
20146019,Multiple,1
20143055,Single,1
20143141,Single,1
20143006,Multiple,1
20146031,Multiple,1
20142057,Single,1
20145135,Single,1
20145008,Single,1
20142029,Single,1
20141096,Single,1
20142119,Multiple,1
20144042,Single,1
20141189,Multiple,1
20141098,Multiple,1
20141142,Multiple,1
20141008,Single,1
20141051,Single,1
20142046,Single,1
20141284,Single,1
20141272,Single,1
20142007,Multiple,1
20144038,Multiple,1
20141158,Multiple,1
20143131,Multiple,1
20142192,Single,1
20145133,Multiple,2
20145004,Multiple,2
20141252,Single,2
20145084,Multiple,1
20145050,Single,1
20141001,Multiple,1
20143056,Single,1
20145169,Multiple,1
20146007,Multiple,1
20145034,Multiple,1
20144034,Multiple,1
20141134,Multiple,2
20142208,Multiple,1
20145160,Single,1
20143198,Multiple,1
20145093,Single,1
20145115,Single,1
20144040,Multiple,2
20145043,Multiple,1
20142188,Multiple,1
20142146,Multiple,1
20141027,Multiple,1
20142020,Multiple,1
20145025,Single,1
20141156,Single,1
20141219,Single,1
20142061,Multiple,1
20142191,Multiple,1
20143028,Single,1
20143149,Single,1
20143047,Multiple,2
20141053,Single,1
20142223,Multiple,1
20142002,Single,1
20141269,Single,1
20141206,Multiple,1
20144055,Single,1
20145073,Multiple,1
20143159,Single,1
20142152,Single,1
20148007,Single,1
20143073,Single,1
20143002,Multiple,1
20142076,Multiple,1
20141101,Single,1
20144008,Multiple,1
20141119,Single,1
20142197,Multiple,2
20142199,Single,1
20141040,Multiple,1
20141010,Multiple,1
20145152,Multiple,1
20145145,Single,1
20145114,Multiple,1
20144015,Single,1
20143003,Single,1
20141274,Multiple,2
20141165,Single,1
20141175,Single,1
20143156,Single,1
20143143,Multiple,1
20144037,Single,2
20144065,Multiple,1
20141015,Multiple,1
20145030,Single,1
20142171,Single,1
20145110,Single,1
20145162,Multiple,1
20142087,Multiple,1
20145092,Single,1
20142038,Single,1
20143142,Multiple,1
20145146,Multiple,1
20143138,Single,1
20143155,Multiple,1
20142027,Multiple,4
20142035,Multiple,1
20147003,Single,1
20141013,Single,1
20144047,Single,1
20145125,Single,1
20142128,Multiple,1
20146009,Single,1
20142060,Single,1
20143193,Single,1
20141012,Single,1
20144077,Single,1
20144062,Single,1
20142003,Multiple,1
20141054,Single,1
20147005,Single,1
20143082,Multiple,1
20143183,Multiple,1
20143139,Multiple,1
20145142,Multiple,1
20141280,Multiple,1
20142141,Single,1
20146022,Multiple,1
20145046,Single,1
20145153,Multiple,1
20141203,Multiple,1
20144016,Multiple,1
20145012,Single,1
20145079,Single,1
20141111,Single,1
20143124,Multiple,1
20145009,Multiple,1
20142056,Multiple,1
20143039,Single,1
20143103,Multiple,1
20144081,Multiple,1
20141081,Multiple,1
20143067,Multiple,1
20145005,Single,1
20141152,Single,1
20141215,Single,1
20145149,Multiple,1
20141186,Single,1
20145013,Single,1
20141153,Single,1
20142133,Multiple,1
20144054,Single,1
20142016,Single,1
20142077,Multiple,1
20141268,Single,1
20141037,Multiple,1
20142201,Multiple,1
20143036,Single,1
20141232,Multiple,1
20142166,Single,1
20148008,Single,1
20143005,Multiple,1
20143010,Single,1
20147033,Multiple,1
20143084,Single,1
20142031,Single,1
20147027,Single,1
20141057,Single,1
20141026,Single,1
20141072,Multiple,1
20142154,Multiple,4
20147011,Single,1
20146011,Single,1
20145122,Single,1
20144045,Single,1
20142097,Single,1
20145070,Single,2
20142069,Single,1
20142205,Multiple,1
20141139,Single,1
20145083,Multiple,2
20143009,Single,1
20148006,Multiple,1
20145064,Single,1
20141262,Single,1
20142043,Multiple,2
20142183,Multiple,1
20142083,Single,1
20141068,Multiple,1
20141129,Multiple,1
20143033,Multiple,1
20141264,Single,1
20142106,Multiple,1
20142078,Multiple,1
20141217,Multiple,1
20141117,Single,1
20144064,Single,1
20143012,Multiple,1
20142129,Single,1
20144024,Single,1
20143046,Multiple,1
20141260,Multiple,3
20147021,Multiple,1
20145035,Single,1
20143091,Multiple,1
20144088,Single,1
20141270,Single,1
20143109,Single,1
20143017,Single,1
20145075,Single,1
20143113,Multiple,1
20141063,Single,1
20141277,Multiple,1
20143011,Multiple,1
20145168,Multiple,2
20143027,Single,1
20141227,Single,1
20142135,Multiple,1
20141212,Multiple,1
20141246,Multiple,1
20142025,Single,1
20145155,Single,1
20142071,Multiple,1
20145058,Multiple,1
20143076,Single,1
20142209,Single,1
20145144,Single,1
20145173,Multiple,1
20141145,Multiple,1
20144032,Single,1
20148004,Multiple,1
20141177,Multiple,1
20145104,Multiple,1
20142091,Multiple,1
20141163,Multiple,1
20142109,Multiple,1
20141077,Multiple,1
20141148,Single,1
20141110,Single,1
20141174,Multiple,1
20141055,Single,1
20141279,Multiple,1
20141169,Single,1
20143110,Single,2
20143125,Single,1
20147009,Multiple,1
20142170,Multiple,1
20143065,Multiple,1
20142014,Single,1
20144083,Multiple,2
20141146,Single,1
20147034,Multiple,1
20144019,Multiple,1
20143137,Multiple,1
20142022,Single,2
20143130,Single,1
20142081,Multiple,1
20141102,Single,1
20141162,Single,1
20141073,Single,1
20145148,Multiple,1
20142150,Multiple,1
20145053,Multiple,1
20144022,Single,1
20141123,Multiple,1
20141115,Multiple,1
20146015,Multiple,1
20141180,Multiple,1
20143088,Multiple,1
20141237,Single,1
20142068,Single,2
20143162,Single,1
20141132,Single,1
20144013,Single,1
20141173,Single,1
20142193,Single,1
20141194,Multiple,1
20141267,Single,1
20142175,Multiple,1
20143134,Single,1
20145020,Single,1
20141282,Single,1
20141060,Single,1
20141120,Single,1
20142013,Single,1
20144089,Single,1
20145118,Multiple,1
20141223,Single,1
20143018,Single,1
20142169,Single,1
20141009,Single,1
20142149,Single,1
20142200,Single,1
20143100,Single,1
20143044,Multiple,2
20141258,Multiple,1
20141087,Single,1
20142053,Multiple,1
20143052,Single,1
20143199,Single,1
20146016,Single,1
20141007,Single,1
20142218,Multiple,3
20141214,Multiple,1
20142155,Single,1
20141088,Multiple,1
20141135,Multiple,1
20144079,Multiple,1
20142120,Single,1
20141136,Single,1
20141178,Multiple,1
20147001,Multiple,1
20143102,Single,1
20141080,Single,1
20142161,Single,1
20141130,Multiple,1
20141213,Multiple,1
20143037,Multiple,1
20141124,Multiple,1
20142181,Multiple,1
20145055,Multiple,1
20144007,Single,1
20141285,Single,1
20145072,Single,1
20143075,Single,1
20145108,Single,1
20141099,Single,1
20141231,Single,1
20142114,Multiple,1
20141030,Single,1
20141155,Multiple,1
20142222,Multiple,1
20142026,Single,1
20133113,Single,1
20131239,Single,3
20132089,Single,1
20134012,Multiple,1
20133051,Single,1
20131078,Single,1
20135012,Single,1
20133219,Single,1
20136020,Single,1
20132067,Multiple,1
20133084,Multiple,1
20131204,Multiple,1
20135024,Single,1
20134011,Single,1
20131186,Single,1
20135130,Single,1
20132211,Single,1
20135065,Single,1
20137016,Single,1
20131063,Single,1
20132140,Multiple,2
20131182,Single,1
20132115,Single,2
20133017,Multiple,1
20135111,Single,1
20131058,Single,1
20132110,Single,2
20132081,Multiple,1
20133107,Single,1
20133078,Multiple,1
20131108,Single,1
20131274,Single,1
20133073,Single,1
20136002,Single,1
20135038,Single,1
20135075,Multiple,1
20135091,Single,1
20131289,Single,1
20131079,Multiple,1
20131141,Single,1
20136003,Multiple,2
20132189,Single,1
20134073,Single,1
20133049,Multiple,1
20136008,Multiple,1
20136017,Multiple,1
20136035,Multiple,1
20133200,Single,1
20133047,Single,1
20135043,Single,1
20134024,Single,1
20131226,Single,1
20131094,Multiple,1
20133088,Single,1
20132199,Single,1
20131124,Single,1
20132176,Multiple,1
20134018,Single,1
20131099,Single,2
20131273,Multiple,1
20132143,Multiple,1
20132202,Single,1
20132056,Multiple,1
20135004,Multiple,1
20132218,Multiple,2
20135056,Single,1
20133197,Multiple,1
20133002,Single,1
20135076,Single,1
20132058,Single,1
20131055,Single,1
20132175,Single,1
20133059,Multiple,1
20133184,Single,1
20133196,Single,1
20135084,Single,1
20131192,Multiple,1
20135007,Single,1
20131309,Multiple,1
20132040,Multiple,1
20135032,Single,1
20132142,Multiple,1
20133215,Multiple,1
20131260,Single,1
20132191,Multiple,1
20132044,Single,1
20131312,Multiple,1
20133011,Single,1
20131102,Multiple,1
20131311,Single,1
20132100,Multiple,1
20132068,Single,1
20134039,Multiple,1
20132070,Single,1
20137007,Single,1
20131014,Single,1
20132024,Single,1
20138003,Single,1
20132160,Multiple,2
20132174,Multiple,1
20133212,Single,1
20133239,Multiple,1
20131089,Single,1
20132205,Multiple,1
20133014,Multiple,2
20132108,Single,1
20132082,Single,1
20131155,Multiple,1
20132147,Multiple,2
20131280,Single,1
20131128,Multiple,1
20135033,Single,1
20136005,Multiple,1
20132023,Single,1
20131188,Single,1
20134041,Multiple,1
20133105,Single,1
20137031,Single,1
20133201,Single,1
20132107,Multiple,2
20133141,Single,2
20133156,Single,1
20135034,Single,1
20132079,Single,1
20131120,Single,1
20132156,Single,1
20132053,Multiple,1
20132212,Multiple,1
20131034,Single,1
20133068,Single,1
20135055,Multiple,1
20131189,Multiple,1
20135093,Single,1
20131144,Single,2
20131300,Single,1
20131039,Multiple,1
20131307,Single,1
20131070,Multiple,1
20131027,Single,1
20133040,Single,1
20131030,Multiple,1
20131005,Single,1
20131084,Single,1
20134070,Single,1
20131068,Single,1
20132127,Single,1
20131231,Single,1
20132131,Multiple,1
20135066,Single,1
20136032,Single,1
20134005,Single,1
20131297,Single,1
20131001,Multiple,1
20134088,Multiple,1
20134049,Single,1
20135078,Single,1
20135132,Single,1
20136010,Single,1
20134050,Single,1
20135029,Single,1
20134025,Multiple,1
20135067,Single,1
20132073,Single,1
20136024,Multiple,1
20131107,Single,1
20132055,Multiple,1
20132094,Multiple,1
20137022,Single,1
20133090,Multiple,1
20131314,Multiple,1
20133208,Single,1
20131291,Single,1
20135018,Single,1
20131310,Multiple,1
20136031,Multiple,1
20131198,Single,1
20133199,Multiple,1
20131042,Multiple,1
20134065,Single,1
20132125,Multiple,1
20131295,Multiple,1
20131133,Single,1
20131038,Multiple,1
20136011,Single,1
20133165,Multiple,1
20131302,Multiple,1
20133150,Multiple,1
20133192,Multiple,1
20133234,Single,1
20132046,Multiple,1
20132224,Single,1
20132210,Single,1
20135064,Single,1
20133120,Single,1
20134034,Multiple,1
20132148,Multiple,1
20135116,Single,1
20133205,Multiple,1
20131175,Single,1
20131169,Multiple,1
20135140,Single,1
20131207,Single,1
20137011,Single,2
20131286,Single,1
20131196,Single,1
20134090,Single,1
20132157,Single,1
20131036,Single,1
20134031,Multiple,1
20131048,Single,1
20135074,Multiple,1
20133169,Single,1
20131233,Single,1
20133094,Multiple,1
20135071,Single,1
20132166,Multiple,2
20131220,Multiple,1
20131158,Multiple,1
20133050,Multiple,1
20137027,Single,1
20131167,Single,1
20135047,Single,1
20131092,Single,1
20131065,Single,1
20133230,Single,1
20132225,Multiple,1
20132194,Single,1
20133025,Single,1
20131206,Single,1
20131043,Single,1
20134079,Multiple,1
20136018,Single,1
20135021,Single,2
20133163,Multiple,1
20135010,Multiple,1
20131259,Single,1
20136012,Multiple,1
20133242,Single,1
20133083,Single,1
20133100,Multiple,1
20134068,Single,1
20135062,Single,1
20133127,Single,1
20131304,Single,1
20135118,Multiple,1
20131028,Single,3
20132011,Single,1
20132042,Single,1
20131147,Single,1
20137002,Single,1
20134016,Multiple,1
20132051,Multiple,1
20137018,Multiple,1
20131278,Multiple,1
20135117,Single,1
20132161,Single,1
20131097,Single,1
20135068,Multiple,1
20133026,Single,1
20131217,Multiple,1
20132153,Multiple,1
20133136,Multiple,1
20134009,Multiple,1
20133221,Multiple,1
20133214,Single,1
20133210,Multiple,1
20132190,Multiple,1
20131248,Multiple,1
20131082,Single,1
20135082,Multiple,1
20131261,Single,1
20133157,Multiple,1
20131197,Multiple,2
20133220,Single,1
20131237,Single,1
20131135,Single,1
20131177,Single,1
20131085,Multiple,1
20131170,Single,1
20131159,Multiple,1
20131255,Multiple,1
20132209,Single,1
20132015,Multiple,1
20132041,Single,1
20131224,Multiple,1
20131029,Multiple,1
20132167,Single,1
20131091,Multiple,1
20135039,Single,1
20131066,Multiple,1
20135123,Multiple,1
20133229,Multiple,1
20131253,Multiple,1
20135063,Single,2
20133132,Single,1
20133042,Single,1
20133087,Single,1
20135103,Single,1
20133152,Multiple,2
20132120,Single,1
20133092,Single,1
20133099,Multiple,2
20131105,Single,1
20131052,Multiple,1
20132220,Single,1
20132181,Single,1
20133193,Multiple,1
20134026,Single,1
20135113,Single,1
20136007,Multiple,1
20132182,Multiple,1
20132187,Multiple,1
20135050,Single,1
20131161,Multiple,1
20133181,Single,1
20133029,Multiple,1
20131114,Single,1
20132099,Multiple,1
20133246,Single,1
20132117,Multiple,1
20131208,Multiple,1
20132021,Single,1
20133053,Single,1
20133202,Single,1
20135119,Multiple,1
20135101,Single,1
20136029,Single,1
20133128,Single,1
20131179,Single,1
20132151,Multiple,1
20133144,Multiple,1
20135085,Single,1
20135134,Multiple,1
20134022,Multiple,1
20133111,Single,1
20131187,Single,1
20132019,Multiple,1
20137028,Multiple,1
20131193,Multiple,1
20133013,Single,1
20131011,Single,1
20131016,Single,1
20131053,Single,1
20135077,Single,1
20132036,Multiple,1
20135057,Multiple,1
20132101,Multiple,2
20133012,Single,1
20133154,Multiple,1
20133204,Multiple,1
20137004,Single,1
20131212,Single,1
20132086,Multiple,1
20133177,Multiple,1
20135145,Single,1
20132093,Single,1
20138004,Multiple,1
20131223,Single,1
20132158,Single,1
20132043,Single,1
20137006,Single,1
20133060,Multiple,2
20132213,Multiple,1
20134059,Single,1
20137003,Single,1
20136006,Multiple,1
20132026,Single,1
20131313,Multiple,1
20137020,Single,3
20132219,Multiple,1
20134003,Single,3
20135129,Single,1
20131242,Single,1
20131056,Single,1
20133028,Multiple,2
20133160,Multiple,1
20132171,Multiple,1
20131150,Single,1
20133023,Single,1
20131134,Multiple,2
20131146,Multiple,1
20138005,Single,1
20134002,Multiple,1
20132087,Multiple,1
20131303,Single,1
20133005,Single,1
20132084,Multiple,1
20132207,Single,1
20131266,Multiple,2
20133018,Multiple,2
20136009,Multiple,1
20132009,Single,1
20131275,Multiple,1
20131251,Single,2
20131093,Single,1
20131241,Single,1
20131017,Multiple,1
20131131,Single,1
20133187,Single,1
20131292,Single,1
20132061,Multiple,1
20134043,Single,1
20137012,Multiple,1
20133162,Multiple,1
20135146,Multiple,1
20133077,Multiple,1
20131020,Single,1
20132003,Single,1
20132215,Multiple,1
20132139,Single,1
20133103,Single,1
20132146,Multiple,1
20131116,Single,1
20131296,Single,1
20133161,Multiple,1
20131254,Single,1
20132204,Multiple,1
20133010,Single,1
20131236,Multiple,1
20134071,Single,1
20131049,Single,1
20134075,Multiple,1
20135121,Single,1
20133174,Single,1
20131022,Single,1
20131151,Multiple,1
20135136,Single,1
20132028,Single,1
20133036,Single,1
20132169,Single,1
20131219,Multiple,1
20135005,Single,1
20132034,Multiple,1
20131225,Multiple,1
20133178,Multiple,1
20135097,Multiple,1
20131183,Single,1
20136016,Single,1
20133183,Single,1
20133182,Single,2
20131125,Multiple,1
20133085,Single,1
20133027,Multiple,1
20133137,Single,1
20135079,Multiple,2
20133004,Multiple,1
20132144,Single,1
20132038,Multiple,1
20133180,Single,1
20133222,Multiple,1
20132083,Single,1
20134001,Single,1
20134035,Multiple,1
20132152,Multiple,1
20131118,Multiple,1
20131062,Multiple,1
20135053,Single,1
20135006,Single,1
20131222,Multiple,1
20135015,Single,1
20132136,Multiple,1
20137015,Multiple,1
20132195,Single,1
20132203,Multiple,1
20132111,Multiple,1
20134058,Single,1
20131283,Single,1
20132032,Single,1
20132159,Multiple,1
20131157,Single,1
20131112,Multiple,1
20131106,Multiple,1
20132221,Single,1
20135011,Single,1
20132010,Multiple,1
20134033,Single,1
20137026,Multiple,1
20131209,Multiple,1
20132012,Single,1
20132180,Multiple,1
20132076,Single,1
20134066,Multiple,1
20131032,Multiple,1
20135135,Single,1
20132063,Single,1
20133062,Single,1
20131290,Single,1
20135052,Single,1
20131171,Single,1
20133245,Single,2
20136021,Single,1
20131145,Single,1
20135096,Multiple,1
20134021,Single,1
20131103,Single,1
20132091,Single,2
20131071,Single,1
20132214,Single,1
20131121,Single,1
20131246,Multiple,1
20131267,Multiple,1
20131305,Single,1
20137029,Multiple,1
20134072,Multiple,1
20132074,Single,1
20134046,Multiple,1
20133186,Single,1
20131047,Single,1
20133039,Single,1
20134014,Single,1
20135028,Single,1
20131230,Single,1
20133074,Single,1
20133138,Multiple,1
20133213,Multiple,1
20134067,Multiple,1
20135072,Single,1
20132069,Multiple,1
20133109,Single,1
20135095,Single,1
20135126,Multiple,1
20131090,Single,1
20133158,Multiple,1
20131045,Multiple,1
20132134,Multiple,1
20131215,Multiple,1
20133130,Single,1
20131264,Multiple,1
20132121,Multiple,1
20133173,Single,1
20133206,Single,1
20132119,Single,1
20132217,Single,1
20136034,Multiple,1
20135059,Multiple,3
20131228,Multiple,2
20134047,Single,1
20132124,Multiple,1
20132113,Multiple,1
20131132,Single,1
20133055,Multiple,1
20134032,Single,1
20132077,Multiple,1
20131249,Multiple,1
20133134,Multiple,1
20133237,Multiple,1
20131040,Multiple,1
20133216,Multiple,2
20134028,Multiple,1
20135143,Multiple,1
20132102,Single,1
20137024,Multiple,1
20135147,Single,1
20134074,Single,1
20131202,Single,1
20131003,Single,1
20131271,Multiple,1
20131046,Multiple,1
20131172,Multiple,1
20131269,Multiple,1
20131308,Multiple,1
20131110,Single,1
20133075,Multiple,1
20136023,Multiple,1
20131067,Single,1
20133080,Multiple,1
20135090,Multiple,1
20134006,Multiple,2
20131216,Single,1
20134085,Multiple,2
20132132,Multiple,1
20134023,Single,1
20131069,Single,1
20131060,Single,1
20136013,Single,1
20133149,Multiple,1
20133044,Multiple,1
20137025,Single,1
20135088,Single,1
20131008,Single,1
20132080,Single,1
20133098,Single,1
20132163,Multiple,2
20133115,Single,1
20134010,Single,1
20134064,Single,1
20131153,Single,1
20132133,Single,1
20131199,Single,1
20132122,Single,1
20132208,Single,1
20131087,Single,1
20133081,Single,1
20132005,Multiple,1
20135048,Single,1
20135148,Multiple,1
20135100,Multiple,1
20132048,Multiple,1
20131281,Multiple,1
20133076,Single,1
20137008,Single,1
20132198,Multiple,1
20135094,Single,1
20135051,Multiple,1
20134057,Multiple,1
20133129,Multiple,3
20134086,Single,1
20133172,Single,1
20132130,Multiple,1
20131301,Multiple,1
20131247,Single,1
20133231,Single,2
20134048,Single,1
20131080,Single,1
20135127,Multiple,1
20131205,Multiple,1
20131258,Multiple,1
20131173,Single,1
20131165,Multiple,3
20134051,Multiple,1
20131119,Multiple,1
20133233,Single,1
20135016,Single,1
20134015,Multiple,1
20131010,Multiple,2
20132155,Single,1
20137032,Multiple,1
20131210,Single,1
20135137,Single,1
20133176,Multiple,1
20131140,Multiple,1
20135036,Multiple,2
20133194,Single,1
20137021,Single,1
20131270,Single,1
20132039,Single,1
20132123,Single,1
20133168,Single,1
20135026,Multiple,1
20131033,Single,1
20131257,Multiple,1
20132014,Multiple,1
20133125,Multiple,1
20132106,Single,1
20132008,Single,1
20132085,Single,1
20133238,Single,1
20132112,Single,1
20131256,Single,1
20133082,Single,1
20132137,Multiple,1
20137033,Single,1
20134084,Single,1
20133037,Multiple,1
20134078,Multiple,1
20132062,Single,1
20131013,Single,1
20135107,Single,1
20135035,Single,3
20133052,Multiple,1
20133227,Multiple,2
20133072,Multiple,1
20133139,Single,1
20133166,Single,1
20136028,Single,1
20132178,Multiple,1
20133235,Single,1
20131285,Single,1
20131101,Single,1
20133126,Single,1
20132057,Single,1
20133191,Single,1
20131129,Single,1
20133001,Single,1
20131190,Single,1
20135138,Single,1
20135149,Single,1
20135031,Multiple,1
20136027,Multiple,1
20133244,Single,1
20131316,Multiple,1
20133086,Single,1
20133009,Single,1
20134044,Single,1
20135128,Multiple,1
20135013,Single,1
20135025,Single,2
20133106,Single,1
20132183,Multiple,1
20135058,Multiple,1
20135037,Single,1
20131154,Single,1
20131051,Single,1
20133207,Single,1
20133079,Multiple,1
20133225,Single,1
20137009,Multiple,1
20132186,Single,1
20131072,Multiple,1
20132004,Single,1
20133170,Multiple,1
20135139,Multiple,1
20131088,Multiple,1
20133065,Single,1
20131268,Multiple,1
20131195,Single,1
20135122,Single,1
20131122,Multiple,2
20131166,Multiple,1
20134062,Multiple,1
20133056,Multiple,1
20131244,Multiple,1
20131163,Single,1
20133043,Multiple,1
20135105,Single,1
20135023,Single,1
20132118,Single,1
20131168,Single,1
20132030,Multiple,1
20133016,Single,1
20135020,Single,1
20131127,Single,1
20135120,Single,1
20137010,Single,2
20133003,Multiple,1
20135102,Single,1
20135022,Single,1
20132128,Multiple,1
20134069,Single,1
20132064,Multiple,2
20133008,Multiple,1
20135044,Single,1
20131272,Single,1
20133032,Single,1
20131282,Multiple,1
20135009,Multiple,2
20133030,Single,1
20133179,Multiple,1
20133142,Multiple,2
20132001,Single,2
20132052,Multiple,1
20132179,Multiple,1
20132092,Multiple,2
20131287,Single,1
20133024,Single,1
20136022,Multiple,1
20131004,Multiple,1
20132162,Single,1
20132031,Multiple,1
20132013,Single,1
20137017,Multiple,1
20131098,Single,1
20131111,Single,1
20135001,Multiple,1
20133118,Multiple,1
20131076,Single,1
20131095,Multiple,1
20134060,Multiple,1
20131294,Multiple,1
20132201,Single,1
20133041,Single,1
20134013,Multiple,1
20131315,Multiple,1
20131081,Single,1
20132088,Single,2
20133203,Single,1
20133089,Multiple,2
20133135,Multiple,1
20131050,Multiple,1
20131250,Single,1
20133209,Single,1
20133022,Single,1
20132173,Single,1
20135092,Single,1
20132072,Multiple,1
20133066,Single,1
20132197,Multiple,1
20134053,Single,1
20131277,Multiple,2
20137001,Single,1
20131174,Single,1
20134027,Single,1
20132006,Multiple,1
20131201,Multiple,1
20131176,Single,1
20131075,Single,1
20131181,Single,1
20132116,Single,1
20133164,Single,1
20131054,Single,1
20132105,Single,1
20133167,Single,1
20131245,Multiple,1
20131298,Multiple,1
20137005,Single,1
20135030,Single,1
20131240,Single,1
20133093,Multiple,1
20133096,Single,1
20135104,Multiple,1
